"age","educNum","mariStat","occup","origEthn","sex","hoursWeek","income","LcapitalGain","LcapitalLoss","child"
48,9,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
27,9,"Never-Married","White-Collar","CaucYes","Female",50,"incB",0,0,"ChildNo"
40,11,"Married","Professional","CaucYes","Female",36,"incB",0,0,"ChildNo"
53,16,"Married","Professional","CaucYes","Female",37,"incH",11.5129254649702,0,"ChildNo"
75,11,"Widowed","White-Collar","CaucYes","Female",30,"incB",0,0,"ChildNo"
39,13,"Married","Professional","CaucYes","Male",48,"incH",0,0,"ChildNo"
46,12,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
51,9,"Widowed","Blue-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
34,9,"Not-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildYes"
23,10,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
32,11,"Never-Married","Service","CaucYes","Male",45,"incB",0,0,"ChildNo"
45,10,"Never-Married","Sales","CaucYes","Male",55,"incB",0,0,"ChildNo"
21,10,"Never-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildYes"
36,9,"Married","Blue-Collar","CaucYes","Male",44,"incB",0,0,"ChildNo"
40,6,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
68,5,"Not-Married","Blue-Collar","CaucNo","Male",20,"incB",0,0,"ChildNo"
40,13,"Married","Sales","CaucYes","Male",40,"incH",0,0,"ChildNo"
20,10,"Never-Married","Admin","CaucYes","Female",24,"incB",0,0,"ChildYes"
48,14,"Not-Married","Professional","CaucYes","Female",40,"incH",0,0,"ChildNo"
27,13,"Never-Married","Sales","CaucYes","Male",45,"incB",0,0,"ChildNo"
57,11,"Never-Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
54,9,"Married","White-Collar","CaucYes","Male",98,"incH",0,0,"ChildNo"
47,9,"Not-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
30,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
35,10,"Married","Blue-Collar","CaucNo","Male",45,"incH",0,0,"ChildNo"
56,8,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
20,9,"Never-Married","Blue-Collar","CaucYes","Male",28,"incB",0,0,"ChildYes"
38,13,"Married","Professional","CaucYes","Male",38,"incB",0,0,"ChildNo"
19,10,"Never-Married","Sales","CaucYes","Female",25,"incB",0,0,"ChildYes"
31,10,"Never-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
44,13,"Never-Married","Professional","CaucYes","Male",60,"incB",0,0,"ChildYes"
21,10,"Never-Married","Sales","CaucNo","Female",12,"incB",0,7.37963215260955,"ChildYes"
41,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
18,7,"Never-Married","Service","CaucYes","Female",16,"incB",0,0,"ChildYes"
23,5,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
37,10,"Married","Service","CaucNo","Male",32,"incB",0,0,"ChildNo"
43,13,"Not-Married","Sales","CaucYes","Male",45,"incB",0,0,"ChildNo"
31,2,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
40,10,"Not-Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
27,15,"Not-Married","Professional","CaucYes","Female",12,"incB",0,0,"ChildNo"
64,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
31,11,"Never-Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildYes"
48,14,"Married","White-Collar","CaucNo","Male",45,"incB",0,0,"ChildNo"
37,13,"Married","Sales","CaucYes","Male",20,"incH",0,0,"ChildNo"
28,10,"Not-Married","Other-occups","CaucYes","Male",24,"incB",0,0,"ChildNo"
42,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
60,4,"Married","Sales","CaucYes","Male",60,"incB",0,0,"ChildNo"
46,6,"Not-Married","Admin","CaucNo","Male",40,"incB",0,0,"ChildYes"
18,9,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildYes"
22,9,"Never-Married","Service","CaucYes","Male",27,"incB",0,0,"ChildNo"
44,13,"Not-Married","White-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
36,9,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
65,11,"Not-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
26,9,"Never-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
21,6,"Married","Service","CaucYes","Male",25,"incB",0,0,"ChildNo"
41,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,7.75790620835175,"ChildNo"
28,10,"Never-Married","Service","CaucYes","Female",35,"incB",0,0,"ChildNo"
27,10,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
19,10,"Never-Married","Service","CaucNo","Male",12,"incB",0,0,"ChildNo"
40,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
19,9,"Never-Married","Blue-Collar","CaucYes","Male",15,"incB",0,0,"ChildYes"
40,11,"Married","Blue-Collar","CaucYes","Male",40,"incB",7.94803199063728,0,"ChildNo"
37,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
33,10,"Married","Admin","CaucNo","Male",40,"incH",0,0,"ChildNo"
34,9,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
44,12,"Never-Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
33,10,"Not-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildNo"
72,9,"Married","White-Collar","CaucYes","Male",10,"incB",7.7367436824535,0,"ChildNo"
19,9,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildYes"
59,11,"Not-Married","Professional","CaucYes","Female",36,"incB",0,0,"ChildNo"
40,9,"Not-Married","Other-occups","CaucNo","Female",40,"incB",0,0,"ChildNo"
35,9,"Not-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
22,12,"Never-Married","Admin","CaucYes","Male",45,"incB",0,0,"ChildNo"
41,14,"Never-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
59,10,"Married","Other-occups","CaucYes","Male",50,"incH",0,0,"ChildNo"
50,8,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
21,12,"Never-Married","Admin","CaucYes","Female",10,"incB",0,0,"ChildNo"
40,9,"Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
22,9,"Never-Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
43,3,"Not-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
42,4,"Not-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
37,10,"Married","Blue-Collar","CaucNo","Male",40,"incH",0,0,"ChildNo"
43,3,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
46,5,"Not-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
50,15,"Married","Admin","CaucNo","Male",40,"incH",0,0,"ChildNo"
47,4,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
31,9,"Never-Married","Blue-Collar","CaucYes","Male",99,"incB",7.97522083865341,0,"ChildNo"
33,4,"Married","Admin","CaucYes","Male",45,"incB",0,0,"ChildNo"
27,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",8.89549263145163,0,"ChildNo"
59,9,"Married","Blue-Collar","CaucYes","Male",35,"incB",0,0,"ChildNo"
39,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
29,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
26,13,"Widowed","White-Collar","CaucYes","Female",55,"incB",0,0,"ChildNo"
24,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
25,10,"Never-Married","Admin","CaucYes","Male",40,"incB",0,7.59135704669855,"ChildNo"
30,10,"Never-Married","Admin","CaucYes","Female",20,"incB",0,0,"ChildNo"
52,7,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
51,14,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
30,13,"Never-Married","Sales","CaucYes","Male",60,"incH",0,0,"ChildNo"
23,10,"Never-Married","Other-occups","CaucYes","Male",60,"incB",0,0,"ChildYes"
37,16,"Married","Professional","CaucYes","Male",45,"incB",0,0,"ChildNo"
25,10,"Married","Admin","CaucNo","Male",38,"incB",0,0,"ChildNo"
49,15,"Married","Professional","CaucYes","Male",65,"incH",9.61747075940341,0,"ChildNo"
30,9,"Married","Professional","CaucYes","Male",55,"incB",0,0,"ChildNo"
40,10,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
20,9,"Never-Married","Blue-Collar","CaucNo","Male",32,"incB",0,0,"ChildNo"
35,11,"Married","Blue-Collar","CaucYes","Male",55,"incB",8.04044688130311,0,"ChildNo"
24,13,"Never-Married","White-Collar","CaucYes","Male",45,"incB",0,0,"ChildYes"
32,9,"Not-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
35,9,"Not-Married","Service","CaucNo","Female",30,"incB",0,0,"ChildYes"
20,9,"Never-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
29,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
25,9,"Never-Married","Blue-Collar","CaucYes","Male",28,"incB",0,0,"ChildYes"
50,4,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
24,9,"Never-Married","Admin","CaucYes","Male",50,"incB",0,0,"ChildNo"
30,9,"Not-Married","Other-occups","CaucYes","Female",32,"incB",0,0,"ChildYes"
37,10,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
50,9,"Married","Blue-Collar","CaucYes","Female",40,"incB",8.05134093329298,0,"ChildNo"
20,9,"Never-Married","Blue-Collar","CaucYes","Male",30,"incB",0,0,"ChildYes"
49,9,"Married","Blue-Collar","CaucYes","Male",50,"incB",8.51998927871824,0,"ChildNo"
55,4,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
61,8,"Widowed","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
22,9,"Not-Married","Service","CaucYes","Female",3,"incB",0,0,"ChildYes"
23,12,"Never-Married","Admin","CaucYes","Male",12,"incB",0,0,"ChildNo"
43,9,"Never-Married","Professional","CaucYes","Male",40,"incB",8.4448375292241,0,"ChildNo"
39,13,"Not-Married","Admin","CaucNo","Female",24,"incB",0,0,"ChildNo"
21,10,"Never-Married","Sales","CaucYes","Male",35,"incB",0,0,"ChildYes"
52,9,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
30,11,"Married","Sales","CaucYes","Male",40,"incB",8.31016902198191,0,"ChildNo"
42,13,"Not-Married","Admin","CaucYes","Male",45,"incH",9.16565676434954,0,"ChildNo"
50,13,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
51,12,"Not-Married","White-Collar","CaucYes","Female",99,"incB",0,0,"ChildNo"
47,6,"Not-Married","White-Collar","CaucNo","Female",45,"incB",0,0,"ChildNo"
45,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
48,10,"Widowed","Service","CaucNo","Female",40,"incB",0,0,"ChildNo"
36,13,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
61,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
72,13,"Not-Married","Sales","CaucYes","Male",30,"incB",0,0,"ChildNo"
19,10,"Never-Married","Sales","CaucYes","Female",15,"incB",0,0,"ChildYes"
39,9,"Not-Married","Service","CaucNo","Female",40,"incB",8.83200393125627,0,"ChildNo"
24,7,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
44,10,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
19,9,"Never-Married","Blue-Collar","CaucYes","Male",20,"incB",0,0,"ChildYes"
20,9,"Never-Married","Sales","CaucYes","Male",48,"incB",0,0,"ChildNo"
23,9,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildYes"
58,9,"Married","Blue-Collar","CaucYes","Male",53,"incH",0,0,"ChildNo"
20,8,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
62,9,"Married","White-Collar","CaucYes","Male",12,"incB",0,0,"ChildNo"
25,9,"Never-Married","Admin","CaucNo","Female",40,"incB",8.39321601159653,0,"ChildYes"
67,13,"Married","Professional","CaucYes","Male",2,"incB",0,0,"ChildNo"
37,12,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
36,9,"Not-Married","White-Collar","CaucYes","Female",40,"incB",7.51316354523408,0,"ChildYes"
38,11,"Not-Married","Other-occups","CaucYes","Female",20,"incB",0,0,"ChildNo"
23,9,"Not-Married","Service","CaucYes","Female",80,"incB",0,0,"ChildNo"
28,9,"Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildNo"
25,9,"Not-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
41,16,"Married","Professional","CaucYes","Male",55,"incH",9.61747075940341,0,"ChildNo"
63,13,"Married","Sales","CaucYes","Male",40,"incH",0,7.52240023138712,"ChildNo"
60,9,"Married","Blue-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
31,9,"Married","White-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
29,9,"Married","Blue-Collar","CaucYes","Male",37,"incB",0,0,"ChildNo"
37,13,"Married","White-Collar","CaucYes","Female",45,"incH",8.94754601503218,0,"ChildNo"
51,5,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
45,10,"Married","White-Collar","CaucYes","Male",40,"incH",8.89549263145163,0,"ChildNo"
27,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
18,10,"Never-Married","Service","CaucYes","Male",20,"incB",0,0,"ChildYes"
34,9,"Not-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
66,16,"Married","Sales","CaucYes","Male",25,"incH",0,7.77401507725073,"ChildNo"
36,9,"Married","Blue-Collar","CaucYes","Male",35,"incB",0,0,"ChildNo"
35,13,"Not-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
27,9,"Married","Sales","CaucYes","Male",45,"incB",0,0,"ChildNo"
29,10,"Not-Married","White-Collar","CaucYes","Female",40,"incB",7.51316354523408,0,"ChildYes"
25,9,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildYes"
22,10,"Never-Married","Service","CaucYes","Male",32,"incH",0,0,"ChildYes"
41,10,"Married","Blue-Collar","CaucYes","Male",48,"incH",0,0,"ChildNo"
20,12,"Never-Married","Blue-Collar","CaucYes","Male",20,"incB",0,0,"ChildYes"
52,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
34,10,"Not-Married","Service","CaucNo","Female",37,"incB",0,0,"ChildNo"
44,15,"Not-Married","Professional","CaucYes","Male",45,"incH",0,0,"ChildNo"
50,14,"Not-Married","Sales","CaucYes","Female",40,"incH",0,0,"ChildNo"
49,13,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
71,15,"Married","Service","CaucYes","Male",28,"incB",0,0,"ChildNo"
20,9,"Never-Married","Service","CaucNo","Male",25,"incB",0,0,"ChildNo"
59,9,"Married","Sales","CaucYes","Male",60,"incH",0,0,"ChildNo"
41,3,"Married","Blue-Collar","CaucYes","Male",40,"incB",8.13505390861157,0,"ChildNo"
38,10,"Not-Married","White-Collar","CaucYes","Female",42,"incB",0,0,"ChildNo"
55,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
45,13,"Married","White-Collar","CaucYes","Male",55,"incH",0,0,"ChildNo"
43,9,"Not-Married","Blue-Collar","CaucNo","Male",30,"incB",0,0,"ChildNo"
19,8,"Never-Married","Service","CaucYes","Male",25,"incB",0,0,"ChildYes"
33,9,"Not-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildYes"
63,9,"Never-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
39,9,"Not-Married","Blue-Collar","CaucYes","Male",50,"incH",9.06126014896203,0,"ChildNo"
34,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
31,12,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
21,8,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
23,11,"Never-Married","Admin","CaucYes","Female",36,"incB",0,0,"ChildNo"
20,10,"Never-Married","Blue-Collar","CaucYes","Female",8,"incB",0,0,"ChildYes"
45,13,"Not-Married","Sales","CaucYes","Male",60,"incH",0,0,"ChildNo"
59,9,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
58,14,"Married","White-Collar","CaucYes","Male",40,"incH",9.61747075940341,0,"ChildNo"
66,9,"Widowed","Admin","CaucYes","Female",35,"incH",0,0,"ChildNo"
37,11,"Married","Professional","CaucYes","Female",35,"incH",0,7.54327334670545,"ChildNo"
29,10,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
32,13,"Not-Married","White-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
39,13,"Married","Professional","CaucYes","Male",50,"incH",0,7.55118686729615,"ChildNo"
57,9,"Widowed","White-Collar","CaucYes","Female",45,"incB",0,0,"ChildNo"
57,14,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
50,9,"Not-Married","Sales","CaucYes","Male",60,"incB",0,0,"ChildNo"
44,13,"Married","Blue-Collar","CaucYes","Male",65,"incH",9.61747075940341,0,"ChildNo"
56,11,"Married","Blue-Collar","CaucNo","Male",40,"incH",0,0,"ChildNo"
26,14,"Never-Married","White-Collar","CaucYes","Female",48,"incB",0,0,"ChildNo"
26,11,"Never-Married","Blue-Collar","CaucYes","Male",65,"incB",0,0,"ChildYes"
33,13,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
36,11,"Married","Blue-Collar","CaucYes","Male",60,"incH",0,0,"ChildNo"
45,10,"Married","Sales","CaucYes","Male",40,"incH",0,0,"ChildNo"
56,16,"Not-Married","Professional","CaucYes","Female",38,"incB",0,7.4205789054108,"ChildNo"
23,10,"Never-Married","Sales","CaucYes","Male",36,"incB",0,0,"ChildYes"
23,10,"Never-Married","Service","CaucNo","Male",25,"incB",0,0,"ChildNo"
35,13,"Not-Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildNo"
39,13,"Married","Professional","CaucYes","Female",32,"incH",8.94754601503218,0,"ChildNo"
45,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
21,10,"Never-Married","Sales","CaucYes","Female",25,"incB",0,0,"ChildYes"
56,9,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
31,9,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildYes"
44,8,"Never-Married","Blue-Collar","CaucNo","Male",36,"incB",0,0,"ChildNo"
31,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",8.51998927871824,0,"ChildNo"
20,9,"Never-Married","Blue-Collar","CaucYes","Male",38,"incB",0,0,"ChildYes"
44,9,"Married","Admin","CaucYes","Male",40,"incH",0,0,"ChildNo"
19,10,"Never-Married","Service","CaucYes","Female",23,"incB",0,0,"ChildYes"
23,10,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildNo"
21,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
29,14,"Married","Professional","CaucYes","Male",15,"incB",0,0,"ChildNo"
33,10,"Not-Married","Service","CaucYes","Female",30,"incB",0,0,"ChildNo"
46,9,"Not-Married","White-Collar","CaucYes","Male",48,"incH",0,0,"ChildNo"
36,10,"Married","Sales","CaucYes","Male",60,"incH",9.61747075940341,0,"ChildNo"
70,14,"Married","Professional","CaucYes","Male",30,"incH",9.14708103233699,0,"ChildNo"
19,9,"Never-Married","Blue-Collar","CaucYes","Female",37,"incB",0,0,"ChildNo"
29,10,"Married","White-Collar","CaucNo","Female",40,"incB",0,0,"ChildYes"
34,12,"Never-Married","Sales","CaucYes","Male",50,"incB",0,0,"ChildNo"
26,10,"Never-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
30,13,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
34,10,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
28,9,"Never-Married","Sales","CaucYes","Male",48,"incB",0,0,"ChildYes"
76,13,"Married","Admin","CaucYes","Male",50,"incH",9.90608417838339,0,"ChildNo"
19,8,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
45,6,"Married","Blue-Collar","CaucYes","Male",40,"incB",7.94803199063728,0,"ChildNo"
24,10,"Never-Married","Professional","CaucNo","Male",30,"incH",0,0,"ChildNo"
37,13,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
24,13,"Married","Professional","CaucYes","Male",30,"incB",0,0,"ChildNo"
24,13,"Never-Married","Admin","CaucYes","Female",42,"incB",0,0,"ChildNo"
40,9,"Married","Blue-Collar","CaucYes","Male",45,"incH",0,0,"ChildNo"
20,10,"Never-Married","Blue-Collar","CaucYes","Male",20,"incB",0,0,"ChildYes"
23,7,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
25,10,"Never-Married","Service","CaucNo","Female",40,"incB",0,0,"ChildNo"
64,12,"Never-Married","Professional","CaucYes","Female",30,"incB",0,0,"ChildNo"
53,14,"Married","Professional","CaucYes","Male",55,"incH",0,7.58984151218266,"ChildNo"
28,10,"Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildYes"
52,14,"Married","Professional","CaucNo","Male",40,"incH",0,0,"ChildNo"
28,15,"Never-Married","Professional","CaucNo","Male",50,"incB",0,0,"ChildNo"
31,12,"Married","White-Collar","CaucYes","Male",55,"incH",0,0,"ChildNo"
77,13,"Never-Married","Professional","CaucYes","Female",10,"incB",0,0,"ChildNo"
22,9,"Never-Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildYes"
38,13,"Never-Married","White-Collar","CaucYes","Male",55,"incB",0,0,"ChildNo"
25,10,"Never-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildNo"
50,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
53,9,"Married","White-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
24,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
33,9,"Married","Admin","CaucYes","Male",50,"incH",0,0,"ChildNo"
57,14,"Married","White-Collar","CaucNo","Male",40,"incH",9.61747075940341,0,"ChildNo"
39,15,"Married","White-Collar","CaucYes","Female",48,"incH",9.61747075940341,0,"ChildNo"
30,10,"Not-Married","Blue-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
31,9,"Married","Admin","CaucYes","Male",40,"incH",0,0,"ChildNo"
39,10,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildYes"
30,13,"Never-Married","Sales","CaucYes","Female",65,"incB",0,0,"ChildYes"
48,10,"Not-Married","Admin","CaucYes","Female",44,"incB",0,0,"ChildNo"
39,9,"Married","Blue-Collar","CaucYes","Male",45,"incH",0,0,"ChildNo"
34,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,7.59135704669855,"ChildYes"
45,14,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
32,7,"Not-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
40,10,"Never-Married","Admin","CaucYes","Female",50,"incB",0,0,"ChildNo"
25,9,"Married","Other-occups","CaucYes","Male",84,"incB",0,0,"ChildNo"
42,10,"Married","Blue-Collar","CaucYes","Male",57,"incB",0,0,"ChildNo"
66,13,"Married","Service","CaucYes","Male",99,"incB",0,0,"ChildNo"
63,9,"Widowed","Sales","CaucYes","Male",70,"incB",0,0,"ChildNo"
43,4,"Married","Service","CaucYes","Male",25,"incB",0,0,"ChildNo"
26,9,"Never-Married","Blue-Collar","CaucYes","Male",20,"incB",0,0,"ChildNo"
23,9,"Married","Blue-Collar","CaucYes","Female",40,"incH",0,0,"ChildNo"
39,15,"Married","White-Collar","CaucYes","Male",55,"incH",0,0,"ChildNo"
47,9,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
36,9,"Never-Married","Blue-Collar","CaucNo","Female",48,"incB",0,0,"ChildNo"
35,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
25,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
21,10,"Never-Married","Admin","CaucYes","Female",15,"incB",0,0,"ChildYes"
46,9,"Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
43,6,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
31,16,"Married","Professional","CaucYes","Male",70,"incH",0,7.58984151218266,"ChildNo"
41,9,"Not-Married","Blue-Collar","CaucYes","Female",60,"incB",0,0,"ChildNo"
50,9,"Widowed","Admin","CaucYes","Female",35,"incB",0,0,"ChildNo"
36,7,"Not-Married","White-Collar","CaucYes","Female",32,"incB",0,0,"ChildNo"
45,4,"Married","White-Collar","CaucYes","Male",65,"incH",0,0,"ChildNo"
50,7,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
52,4,"Married","White-Collar","CaucYes","Female",50,"incB",0,0,"ChildNo"
40,16,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
55,13,"Married","White-Collar","CaucYes","Male",55,"incH",9.61747075940341,0,"ChildNo"
51,15,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
30,10,"Married","Professional","CaucYes","Male",40,"incH",8.94754601503218,0,"ChildNo"
56,14,"Not-Married","Professional","CaucYes","Female",39,"incB",0,0,"ChildNo"
35,9,"Married","White-Collar","CaucYes","Male",48,"incB",0,0,"ChildNo"
55,6,"Married","Sales","CaucYes","Male",35,"incB",0,0,"ChildNo"
30,9,"Never-Married","Other-occups","CaucYes","Female",40,"incB",0,0,"ChildNo"
34,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
36,11,"Married","Professional","CaucYes","Female",40,"incH",0,0,"ChildNo"
43,9,"Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
24,10,"Never-Married","Other-occups","CaucYes","Male",50,"incB",0,0,"ChildNo"
30,6,"Married","Service","CaucNo","Male",40,"incB",0,0,"ChildNo"
33,11,"Never-Married","Other-occups","CaucYes","Male",70,"incB",0,0,"ChildNo"
29,13,"Never-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
50,9,"Married","Blue-Collar","CaucYes","Male",47,"incB",8.05134093329298,0,"ChildNo"
18,7,"Never-Married","Professional","CaucYes","Male",15,"incB",0,0,"ChildYes"
20,7,"Never-Married","Sales","CaucYes","Female",25,"incB",0,0,"ChildYes"
45,14,"Married","Professional","CaucYes","Male",45,"incH",0,0,"ChildNo"
45,15,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
41,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
