"","age","educNum","mariStat","occup","origEthn","sex","hoursWeek","income","LcapitalGain","LcapitalLoss","child"
"40770",67,13,"Married","Admin","CaucYes","Male",8,"incB",0,7.32052696227274,"ChildNo"
"29653",56,9,"Not-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"9918",42,16,"Never-Married","Professional","CaucYes","Female",45,"incB",0,0,"ChildNo"
"35925",62,13,"Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"22760",56,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"43638",30,7,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"25753",36,12,"Not-Married","White-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"3027",28,9,"Married","Blue-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"32989",29,10,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19569",47,13,"Married","Sales","CaucYes","Male",55,"incH",0,0,"ChildNo"
"40277",22,10,"Never-Married","Sales","CaucYes","Male",35,"incB",0,0,"ChildYes"
"3505",31,13,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"12653",38,7,"Never-Married","Service","CaucNo","Female",40,"incB",0,0,"ChildYes"
"46064",34,10,"Not-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"45282",50,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",8.04044688130311,0,"ChildNo"
"25368",23,10,"Never-Married","Admin","CaucYes","Female",60,"incB",0,0,"ChildNo"
"44401",35,13,"Married","White-Collar","CaucYes","Male",65,"incH",9.61747075940341,0,"ChildNo"
"15969",38,10,"Married","Sales","CaucYes","Male",40,"incH",8.89549263145163,0,"ChildNo"
"11595",33,10,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildYes"
"25494",32,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"45159",28,9,"Never-Married","Professional","CaucNo","Female",40,"incB",0,0,"ChildNo"
"41111",46,10,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"20949",52,9,"Not-Married","Blue-Collar","CaucYes","Male",65,"incB",0,0,"ChildNo"
"37011",47,14,"Married","Professional","CaucYes","Male",50,"incB",0,0,"ChildNo"
"32117",56,6,"Married","Admin","CaucNo","Male",40,"incB",0,0,"ChildNo"
"892",35,13,"Never-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"1911",38,7,"Married","Blue-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"20001",63,9,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"33500",27,6,"Never-Married","Sales","CaucYes","Female",48,"incB",0,0,"ChildYes"
"30888",35,9,"Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"665",20,10,"Never-Married","Sales","CaucYes","Female",25,"incB",0,0,"ChildNo"
"20421",35,9,"Married","Blue-Collar","CaucYes","Male",35,"incB",0,0,"ChildNo"
"48362",22,7,"Not-Married","Service","CaucYes","Female",20,"incB",0,0,"ChildNo"
"48456",23,13,"Never-Married","Sales","CaucYes","Female",50,"incB",0,7.46278915741245,"ChildNo"
"5293",21,10,"Never-Married","Sales","CaucYes","Female",8,"incB",0,0,"ChildYes"
"26439",47,9,"Widowed","Admin","CaucYes","Female",40,"incB",7.68478394352278,0,"ChildNo"
"7037",49,10,"Not-Married","Sales","CaucYes","Female",55,"incB",0,0,"ChildNo"
"22602",60,9,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"45176",34,13,"Never-Married","Sales","CaucYes","Female",50,"incB",0,0,"ChildNo"
"31198",60,6,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"29028",30,10,"Never-Married","White-Collar","CaucNo","Female",40,"incB",0,0,"ChildYes"
"36720",23,6,"Never-Married","Service","CaucYes","Male",50,"incB",0,0,"ChildNo"
"6155",27,13,"Never-Married","Sales","CaucNo","Female",40,"incB",0,0,"ChildNo"
"27316",27,13,"Never-Married","Admin","CaucNo","Female",50,"incB",0,0,"ChildYes"
"626",30,9,"Never-Married","Blue-Collar","CaucNo","Male",60,"incB",0,0,"ChildYes"
"38471",66,9,"Married","Blue-Collar","CaucYes","Female",15,"incB",0,0,"ChildNo"
"46385",56,9,"Not-Married","Service","CaucYes","Female",37,"incB",0,0,"ChildNo"
"5047",46,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"10619",53,13,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
"13013",39,11,"Married","Blue-Collar","CaucYes","Male",49,"incB",0,0,"ChildNo"
"42977",35,9,"Married","White-Collar","CaucYes","Male",45,"incH",0,0,"ChildNo"
"15451",31,13,"Married","White-Collar","CaucYes","Female",40,"incH",0,7.55118686729615,"ChildNo"
"175",28,13,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19163",44,5,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"19474",36,13,"Married","White-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"3677",44,9,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"28772",32,13,"Not-Married","White-Collar","CaucNo","Female",30,"incB",0,0,"ChildNo"
"41693",54,9,"Married","Blue-Collar","CaucYes","Male",60,"incH",8.94754601503218,0,"ChildNo"
"48208",23,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,7.37211802833779,"ChildYes"
"21660",38,11,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"44488",20,9,"Never-Married","Sales","CaucNo","Female",20,"incB",0,0,"ChildYes"
"873",71,14,"Married","Sales","CaucYes","Male",40,"incH",9.26917515769708,0,"ChildNo"
"31749",43,11,"Married","Sales","CaucYes","Male",40,"incH",0,0,"ChildNo"
"36907",51,9,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"28564",42,13,"Married","White-Collar","CaucYes","Male",45,"incH",0,0,"ChildNo"
"10984",30,10,"Married","Sales","CaucNo","Male",55,"incH",0,0,"ChildNo"
"9670",40,9,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"8953",37,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"1491",32,10,"Married","Sales","CaucYes","Male",48,"incB",0,0,"ChildNo"
"43642",32,9,"Married","Service","CaucNo","Male",38,"incH",8.04044688130311,0,"ChildNo"
"28748",34,14,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,7.52240023138712,"ChildNo"
"33185",39,10,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19697",30,12,"Not-Married","Admin","CaucYes","Female",25,"incB",0,0,"ChildNo"
"39664",31,12,"Never-Married","Other-occups","CaucNo","Female",40,"incB",0,0,"ChildNo"
"42101",29,12,"Not-Married","Other-occups","CaucYes","Female",40,"incB",0,0,"ChildNo"
"31268",39,9,"Not-Married","Sales","CaucYes","Female",50,"incH",8.45276133125685,0,"ChildNo"
"37259",56,13,"Married","White-Collar","CaucNo","Female",50,"incH",8.94754601503218,0,"ChildNo"
"9812",28,15,"Married","Professional","CaucNo","Male",99,"incB",0,0,"ChildNo"
"36721",36,14,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
"11444",32,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"30449",38,10,"Married","White-Collar","CaucYes","Male",55,"incB",0,0,"ChildNo"
"47433",27,12,"Never-Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildYes"
"34185",64,9,"Married","Service","CaucNo","Male",40,"incB",0,0,"ChildNo"
"36275",44,10,"Married","Blue-Collar","CaucYes","Male",80,"incH",0,7.55118686729615,"ChildNo"
"10117",51,9,"Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"33040",31,10,"Married","Sales","CaucYes","Female",20,"incB",0,0,"ChildNo"
"11580",31,10,"Never-Married","Blue-Collar","CaucYes","Female",50,"incB",0,0,"ChildNo"
"44539",47,13,"Married","Professional","CaucYes","Male",40,"incH",8.94754601503218,0,"ChildNo"
"24420",35,11,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"33444",44,15,"Married","Professional","CaucYes","Male",60,"incH",11.5129254649702,0,"ChildNo"
"39343",46,12,"Married","Other-occups","CaucYes","Male",40,"incH",0,0,"ChildNo"
"20133",48,9,"Married","Blue-Collar","CaucNo","Male",40,"incH",0,0,"ChildNo"
"1610",50,10,"Not-Married","Service","CaucNo","Male",40,"incB",0,0,"ChildNo"
"28461",22,9,"Never-Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildYes"
"22303",42,9,"Never-Married","Service","CaucNo","Male",40,"incB",0,0,"ChildNo"
"13196",46,12,"Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"1976",40,13,"Not-Married","Professional","CaucNo","Male",40,"incH",9.51421562432271,0,"ChildNo"
"4749",51,12,"Not-Married","White-Collar","CaucYes","Male",55,"incB",0,0,"ChildNo"
"34933",41,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"34045",28,11,"Never-Married","White-Collar","CaucYes","Male",60,"incH",0,0,"ChildNo"
"33357",46,13,"Married","Professional","CaucYes","Male",10,"incH",0,0,"ChildNo"
"15615",49,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"24521",23,13,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"24132",46,16,"Married","Professional","CaucYes","Male",50,"incH",0,7.55118686729615,"ChildNo"
"9260",60,6,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"32189",29,13,"Never-Married","White-Collar","CaucYes","Female",55,"incB",0,0,"ChildNo"
"2562",40,5,"Never-Married","Blue-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"10493",26,13,"Never-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"44035",36,10,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"30530",37,10,"Married","Admin","CaucYes","Female",20,"incB",0,0,"ChildNo"
"22421",34,10,"Married","Sales","CaucYes","Male",45,"incH",0,0,"ChildNo"
"33294",38,10,"Married","Other-occups","CaucYes","Male",50,"incH",0,7.54327334670545,"ChildNo"
"16923",39,13,"Married","Other-occups","CaucYes","Male",50,"incH",0,0,"ChildNo"
"44058",49,9,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"9064",46,13,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"5674",35,14,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"44807",41,16,"Never-Married","Professional","CaucYes","Male",30,"incB",0,0,"ChildNo"
"15731",45,14,"Never-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"45276",40,13,"Married","Other-occups","CaucYes","Female",20,"incB",0,0,"ChildNo"
"8629",34,10,"Married","Other-occups","CaucYes","Male",84,"incH",0,0,"ChildNo"
"30911",38,12,"Married","Other-occups","CaucYes","Male",40,"incH",0,0,"ChildNo"
"27123",38,10,"Married","White-Collar","CaucYes","Female",38,"incH",0,0,"ChildNo"
"42513",64,10,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"2410",27,10,"Never-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildYes"
"47701",46,10,"Not-Married","Blue-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"12001",37,11,"Married","Blue-Collar","CaucYes","Male",55,"incB",0,0,"ChildNo"
"19559",43,7,"Never-Married","Blue-Collar","CaucYes","Male",42,"incB",0,0,"ChildNo"
"18313",37,4,"Not-Married","White-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"6183",29,10,"Never-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"30622",32,13,"Married","Professional","CaucYes","Female",35,"incH",0,0,"ChildNo"
"30854",38,8,"Married","Blue-Collar","CaucYes","Male",48,"incB",0,0,"ChildNo"
"17971",28,9,"Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildNo"
"26757",31,14,"Married","Professional","CaucYes","Male",90,"incH",0,0,"ChildNo"
"20897",41,13,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"20383",58,9,"Married","Admin","CaucYes","Female",40,"incH",0,0,"ChildNo"
"15840",25,7,"Married","Blue-Collar","CaucYes","Male",40,"incH",8.55236726642389,0,"ChildNo"
"8546",45,10,"Widowed","White-Collar","CaucYes","Female",55,"incB",0,0,"ChildNo"
"43858",21,9,"Married","Service","CaucYes","Female",16,"incB",0,0,"ChildNo"
"39441",45,9,"Widowed","Blue-Collar","CaucYes","Male",65,"incB",0,0,"ChildNo"
"34290",53,12,"Married","White-Collar","CaucYes","Male",45,"incH",0,0,"ChildNo"
"1572",44,12,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,7.52240023138712,"ChildNo"
"37021",43,13,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"5259",20,9,"Never-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildYes"
"27893",38,8,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"37358",19,10,"Never-Married","Sales","CaucYes","Female",34,"incB",0,0,"ChildYes"
"44582",31,10,"Not-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"38046",53,4,"Not-Married","Service","CaucYes","Female",45,"incB",0,0,"ChildNo"
"31162",37,13,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
"20406",26,9,"Married","Blue-Collar","CaucYes","Male",48,"incB",0,0,"ChildNo"
"34096",35,11,"Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"26075",47,13,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
"3130",64,12,"Not-Married","Professional","CaucYes","Female",40,"incH",0,0,"ChildNo"
"25294",40,10,"Not-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"24213",37,11,"Never-Married","Professional","CaucNo","Female",40,"incB",8.6044711995233,0,"ChildNo"
"3086",20,10,"Never-Married","Blue-Collar","CaucYes","Male",10,"incB",0,7.722677516468,"ChildYes"
"16881",25,10,"Never-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildYes"
"35100",47,10,"Not-Married","Admin","CaucYes","Female",25,"incB",0,0,"ChildNo"
"27263",66,10,"Married","Blue-Collar","CaucYes","Male",7,"incB",0,0,"ChildNo"
"17132",24,10,"Never-Married","Sales","CaucYes","Female",15,"incB",0,0,"ChildYes"
"44648",47,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"45557",41,16,"Married","Sales","CaucNo","Male",40,"incH",0,0,"ChildNo"
"24019",52,10,"Married","Other-occups","CaucYes","Male",60,"incH",0,0,"ChildNo"
"32341",75,14,"Widowed","Sales","CaucYes","Male",45,"incB",0,0,"ChildNo"
"24503",45,13,"Never-Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildNo"
"4211",36,12,"Married","Professional","CaucYes","Male",48,"incH",0,0,"ChildNo"
"45333",44,13,"Married","Other-occups","CaucYes","Male",56,"incB",0,0,"ChildNo"
"34037",49,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"2213",42,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"10975",30,9,"Never-Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"21393",38,13,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
"31349",60,9,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"45760",20,10,"Never-Married","Sales","CaucYes","Female",40,"incB",0,0,"ChildYes"
"13700",24,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"41951",42,10,"Not-Married","Admin","CaucYes","Female",40,"incB",0,5.36597601502185,"ChildNo"
"21840",46,9,"Married","Blue-Collar","CaucNo","Female",36,"incB",0,0,"ChildNo"
"47716",41,13,"Married","White-Collar","CaucYes","Male",55,"incH",0,0,"ChildNo"
"35349",47,10,"Never-Married","Sales","CaucYes","Male",45,"incH",9.51421562432271,0,"ChildNo"
"34889",18,7,"Never-Married","Admin","CaucYes","Female",10,"incB",0,0,"ChildYes"
"48051",64,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"21412",63,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"20156",27,12,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"36899",53,10,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"42610",40,13,"Not-Married","Service","CaucNo","Female",40,"incB",0,0,"ChildNo"
"28495",41,5,"Married","Service","CaucYes","Male",55,"incB",0,0,"ChildNo"
"834",73,9,"Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"34090",48,11,"Not-Married","Other-occups","CaucNo","Female",10,"incB",0,0,"ChildNo"
"18274",23,10,"Never-Married","Service","CaucYes","Male",50,"incB",0,0,"ChildNo"
"3099",45,10,"Not-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"2168",45,13,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"16662",26,10,"Never-Married","Service","CaucYes","Female",35,"incB",0,0,"ChildNo"
"12344",42,12,"Widowed","Other-occups","CaucYes","Female",24,"incB",0,0,"ChildNo"
"16262",56,13,"Married","White-Collar","CaucYes","Male",42,"incH",0,0,"ChildNo"
"24117",20,10,"Never-Married","Sales","CaucYes","Female",35,"incB",0,0,"ChildYes"
"14314",21,11,"Never-Married","Service","CaucYes","Male",30,"incB",0,0,"ChildNo"
"35659",36,13,"Married","Professional","CaucYes","Male",45,"incH",0,0,"ChildNo"
"36952",32,9,"Married","Blue-Collar","CaucYes","Male",42,"incB",0,0,"ChildNo"
"43761",42,10,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"43991",52,11,"Married","Admin","CaucYes","Male",25,"incB",0,0,"ChildNo"
"1956",40,7,"Never-Married","Blue-Collar","CaucYes","Male",35,"incB",0,0,"ChildYes"
"3113",24,9,"Never-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildYes"
"44815",39,11,"Not-Married","Admin","CaucYes","Female",40,"incB",6.38856140554563,0,"ChildYes"
"30477",37,10,"Married","White-Collar","CaucNo","Male",60,"incH",0,7.54327334670545,"ChildNo"
"9512",19,10,"Never-Married","Blue-Collar","CaucYes","Male",20,"incB",0,0,"ChildYes"
"39690",47,10,"Not-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"10373",24,10,"Never-Married","Blue-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
"21442",32,13,"Not-Married","Blue-Collar","CaucNo","Male",47,"incB",0,0,"ChildNo"
"47391",20,10,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildYes"
"41920",68,9,"Widowed","Service","CaucYes","Female",48,"incB",0,0,"ChildNo"
"23194",23,10,"Never-Married","Other-occups","CaucYes","Male",60,"incB",0,0,"ChildYes"
"28942",28,9,"Never-Married","Professional","CaucYes","Male",40,"incB",0,0,"ChildNo"
"22064",54,3,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"44492",47,10,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"20791",24,13,"Never-Married","Blue-Collar","CaucYes","Male",35,"incB",0,0,"ChildNo"
"34794",39,9,"Married","Sales","CaucYes","Male",50,"incH",8.89549263145163,0,"ChildNo"
"27557",59,9,"Married","Blue-Collar","CaucYes","Male",20,"incB",0,0,"ChildNo"
"13679",27,13,"Never-Married","Professional","CaucYes","Male",35,"incB",0,0,"ChildNo"
"8044",24,10,"Never-Married","Service","CaucYes","Male",45,"incB",0,0,"ChildNo"
"29119",31,10,"Never-Married","White-Collar","CaucYes","Male",45,"incB",0,0,"ChildYes"
"46132",22,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"106",32,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",8.94754601503218,0,"ChildNo"
"43715",46,14,"Never-Married","Admin","CaucYes","Male",60,"incB",0,0,"ChildNo"
"13974",45,12,"Not-Married","Blue-Collar","CaucYes","Male",55,"incB",0,0,"ChildNo"
"40658",28,13,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"18081",47,15,"Married","Professional","CaucYes","Male",48,"incH",11.5129254649702,0,"ChildNo"
"33022",50,9,"Married","Service","CaucYes","Female",39,"incB",0,0,"ChildNo"
"12106",32,9,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"48673",43,9,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"8141",27,9,"Not-Married","Service","CaucYes","Female",50,"incB",0,0,"ChildNo"
"14756",20,10,"Never-Married","Admin","CaucYes","Female",20,"incB",7.68570306123455,0,"ChildYes"
"9992",55,10,"Not-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"15971",32,9,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"39233",28,8,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"11751",58,9,"Married","Sales","CaucYes","Male",50,"incB",0,0,"ChildNo"
"47685",38,10,"Married","White-Collar","CaucYes","Male",80,"incH",0,0,"ChildNo"
"39260",38,9,"Married","Sales","CaucYes","Male",78,"incB",0,0,"ChildNo"
"1360",23,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"15190",19,10,"Never-Married","White-Collar","CaucNo","Male",30,"incB",0,0,"ChildYes"
"27789",53,10,"Married","Blue-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
"30682",39,12,"Married","White-Collar","CaucYes","Female",45,"incH",9.61747075940341,0,"ChildNo"
"37790",55,9,"Not-Married","White-Collar","CaucYes","Male",60,"incH",0,7.80180040190897,"ChildNo"
"15698",28,9,"Never-Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"22729",28,13,"Never-Married","Professional","CaucYes","Female",4,"incB",0,0,"ChildNo"
"35136",43,13,"Married","White-Collar","CaucYes","Male",40,"incH",0,7.55118686729615,"ChildNo"
"10281",33,9,"Married","White-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"32109",20,10,"Never-Married","Service","CaucNo","Male",30,"incB",0,0,"ChildNo"
"28996",46,9,"Married","Blue-Collar","CaucNo","Male",40,"incH",0,0,"ChildNo"
"56",43,10,"Married","Other-occups","CaucYes","Male",40,"incH",0,0,"ChildNo"
"21081",48,12,"Married","Blue-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"28014",19,10,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildYes"
"35654",41,10,"Not-Married","Sales","CaucNo","Female",20,"incB",0,0,"ChildNo"
"31875",30,9,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"12380",27,13,"Never-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"4143",28,10,"Never-Married","Admin","CaucYes","Female",38,"incB",0,0,"ChildNo"
"44755",32,6,"Married","Service","CaucYes","Male",38,"incB",0,7.62657020629066,"ChildNo"
"46796",34,10,"Married","White-Collar","CaucYes","Male",48,"incB",0,7.39572160860205,"ChildNo"
"46807",41,4,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"6923",41,9,"Not-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"45474",42,9,"Not-Married","Blue-Collar","CaucYes","Male",43,"incH",0,0,"ChildNo"
"35487",18,7,"Never-Married","Service","CaucYes","Male",20,"incB",0,0,"ChildYes"
"46091",27,10,"Never-Married","Service","CaucYes","Male",38,"incB",0,0,"ChildNo"
"1022",48,14,"Married","Professional","CaucYes","Male",35,"incH",0,0,"ChildNo"
"9837",56,16,"Married","Professional","CaucNo","Male",40,"incB",7.96762673933382,0,"ChildNo"
"29364",46,15,"Married","Professional","CaucYes","Male",60,"incH",9.61747075940341,0,"ChildNo"
"19193",27,15,"Never-Married","Professional","CaucYes","Male",50,"incB",0,0,"ChildNo"
"13258",49,9,"Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"5534",26,9,"Not-Married","Sales","CaucYes","Female",30,"incB",0,0,"ChildNo"
"27712",55,11,"Widowed","Professional","CaucYes","Female",40,"incB",8.83200393125627,0,"ChildNo"
"12840",38,11,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"22996",59,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"6851",43,10,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"41995",58,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"9680",37,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"16007",28,13,"Never-Married","Admin","CaucNo","Female",30,"incB",0,0,"ChildYes"
"46876",20,10,"Never-Married","Professional","CaucYes","Male",25,"incB",0,0,"ChildYes"
"26267",49,13,"Not-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"27996",62,9,"Widowed","Sales","CaucYes","Female",43,"incB",0,0,"ChildNo"
"6774",54,7,"Not-Married","Service","CaucNo","Female",10,"incB",0,0,"ChildNo"
"38667",46,9,"Married","Blue-Collar","CaucYes","Male",65,"incH",0,0,"ChildNo"
"39531",33,8,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"9655",47,10,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"18929",25,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"208",35,9,"Not-Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
"8847",23,10,"Never-Married","Service","CaucYes","Female",6,"incB",0,0,"ChildNo"
"18522",26,13,"Married","Sales","CaucYes","Male",55,"incB",0,0,"ChildNo"
"30560",27,9,"Married","Blue-Collar","CaucYes","Male",45,"incB",0,7.55118686729615,"ChildNo"
"15881",56,13,"Married","Professional","CaucYes","Male",45,"incH",0,0,"ChildNo"
"46117",37,15,"Married","Professional","CaucYes","Male",50,"incH",0,0,"ChildNo"
"37719",49,9,"Married","White-Collar","CaucYes","Male",48,"incH",0,0,"ChildNo"
"5773",42,9,"Not-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"31389",70,13,"Married","Blue-Collar","CaucYes","Male",40,"incH",8.76701762131178,0,"ChildNo"
"364",43,13,"Not-Married","White-Collar","CaucYes","Male",45,"incH",0,7.35564110297425,"ChildNo"
"36314",24,7,"Never-Married","Service","CaucYes","Male",35,"incB",0,0,"ChildNo"
"16",34,4,"Married","Blue-Collar","CaucNo","Male",45,"incB",0,0,"ChildNo"
"105",29,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"40102",78,9,"Widowed","White-Collar","CaucYes","Male",24,"incB",0,0,"ChildNo"
"26629",22,13,"Never-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
