"","age","educNum","mariStat","occup","origEthn","sex","hoursWeek","income","LcapitalGain","LcapitalLoss","child"
"19585",64,3,"Married","Blue-Collar","CaucYes","Male",70,"incB",0,0,"ChildNo"
"19586",41,10,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19587",28,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"19588",61,9,"Married","Professional","CaucYes","Male",30,"incB",0,0,"ChildNo"
"19589",27,7,"Not-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19590",49,10,"Not-Married","Admin","CaucYes","Female",32,"incB",0,0,"ChildNo"
"19591",20,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19592",41,13,"Never-Married","Professional","CaucYes","Female",40,"incB",0,7.53743003658651,"ChildNo"
"19593",28,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19594",36,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19595",44,13,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"19596",51,13,"Married","Admin","CaucYes","Female",20,"incH",8.94754601503218,0,"ChildNo"
"19597",40,10,"Not-Married","Professional","CaucNo","Female",38,"incB",0,0,"ChildNo"
"19598",19,9,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19599",54,10,"Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19601",57,11,"Widowed","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19602",29,10,"Not-Married","Service","CaucYes","Female",30,"incB",0,0,"ChildNo"
"19603",51,9,"Not-Married","Sales","CaucYes","Female",43,"incB",0,0,"ChildNo"
"19605",35,11,"Married","Other-occups","CaucYes","Male",42,"incB",0,0,"ChildNo"
"19606",40,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19607",46,4,"Not-Married","Service","CaucYes","Female",32,"incB",0,0,"ChildNo"
"19608",25,10,"Married","Blue-Collar","CaucYes","Male",60,"incH",0,0,"ChildNo"
"19609",33,13,"Never-Married","Professional","CaucYes","Male",36,"incB",0,7.25063551189868,"ChildNo"
"19610",32,10,"Never-Married","Blue-Collar","CaucYes","Female",40,"incB",0,7.69893619981345,"ChildNo"
"19612",39,10,"Married","Sales","CaucNo","Female",40,"incB",0,0,"ChildNo"
"19613",18,9,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildYes"
"19614",43,9,"Not-Married","Admin","CaucNo","Female",45,"incB",0,0,"ChildNo"
"19615",46,9,"Never-Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19616",63,10,"Married","Sales","CaucYes","Male",48,"incH",8.89549263145163,0,"ChildNo"
"19618",59,13,"Married","White-Collar","CaucYes","Male",60,"incH",0,0,"ChildNo"
"19619",40,14,"Never-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19623",48,9,"Not-Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19624",43,10,"Married","Professional","CaucYes","Female",40,"incH",0,0,"ChildNo"
"19628",53,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19629",36,10,"Not-Married","White-Collar","CaucYes","Female",39,"incB",0,0,"ChildNo"
"19630",20,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19631",22,13,"Never-Married","Sales","CaucYes","Female",60,"incB",0,0,"ChildNo"
"19632",34,13,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19633",39,7,"Not-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildYes"
"19634",57,10,"Widowed","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19635",30,6,"Not-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19636",37,15,"Married","Professional","CaucYes","Male",60,"incH",0,0,"ChildNo"
"19637",51,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19640",47,9,"Not-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildNo"
"19642",25,6,"Never-Married","Service","CaucYes","Male",24,"incB",0,0,"ChildNo"
"19643",25,10,"Never-Married","White-Collar","CaucYes","Female",60,"incB",0,0,"ChildNo"
"19644",50,14,"Married","White-Collar","CaucYes","Male",65,"incH",9.61747075940341,0,"ChildNo"
"19645",50,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19646",43,13,"Married","Blue-Collar","CaucYes","Male",48,"incB",0,0,"ChildNo"
"19647",27,9,"Never-Married","Blue-Collar","CaucYes","Male",75,"incB",0,7.53743003658651,"ChildNo"
"19648",32,9,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"19649",44,6,"Never-Married","Blue-Collar","CaucYes","Male",35,"incB",0,0,"ChildNo"
"19650",19,9,"Never-Married","Sales","CaucNo","Female",20,"incB",0,0,"ChildNo"
"19652",21,9,"Never-Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19653",26,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19654",68,9,"Married","Blue-Collar","CaucYes","Male",12,"incB",0,6.04025471127741,"ChildNo"
"19655",31,10,"Married","Sales","CaucYes","Male",57,"incB",0,7.62657020629066,"ChildNo"
"19656",32,13,"Never-Married","White-Collar","CaucYes","Male",50,"incH",0,7.80180040190897,"ChildNo"
"19657",33,14,"Never-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildYes"
"19659",24,7,"Married","Blue-Collar","CaucYes","Male",65,"incB",0,0,"ChildNo"
"19660",30,9,"Married","Sales","CaucYes","Male",42,"incB",0,0,"ChildNo"
"19661",49,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19662",18,7,"Never-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"19663",30,10,"Never-Married","Admin","CaucYes","Female",37,"incB",0,0,"ChildNo"
"19664",51,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19666",52,9,"Not-Married","Service","CaucYes","Male",30,"incB",0,0,"ChildNo"
"19668",23,6,"Never-Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
"19669",36,9,"Married","Blue-Collar","CaucYes","Male",48,"incB",0,0,"ChildNo"
"19670",19,7,"Never-Married","Blue-Collar","CaucYes","Male",25,"incB",0,0,"ChildNo"
"19671",53,9,"Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
"19673",69,9,"Widowed","Blue-Collar","CaucYes","Female",8,"incB",0,0,"ChildNo"
"19674",46,13,"Not-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19675",33,9,"Not-Married","Other-occups","CaucYes","Male",46,"incB",0,0,"ChildNo"
"19676",40,10,"Married","Blue-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"19680",22,9,"Married","Sales","CaucYes","Male",45,"incB",0,0,"ChildNo"
"19681",28,4,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19682",31,13,"Married","Blue-Collar","CaucYes","Male",46,"incB",0,0,"ChildNo"
"19683",35,13,"Never-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19684",38,10,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"19687",27,10,"Never-Married","Service","CaucNo","Male",40,"incB",0,0,"ChildNo"
"19688",50,9,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildYes"
"19689",56,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19690",80,9,"Married","Blue-Collar","CaucYes","Male",20,"incB",0,0,"ChildNo"
"19691",38,10,"Married","Blue-Collar","CaucYes","Female",15,"incB",0,0,"ChildNo"
"19692",52,9,"Married","Other-occups","CaucNo","Male",40,"incH",0,0,"ChildNo"
"19693",26,13,"Never-Married","Professional","CaucNo","Male",38,"incB",0,0,"ChildYes"
"19694",43,9,"Not-Married","Service","CaucNo","Female",40,"incB",0,0,"ChildYes"
"19699",43,10,"Not-Married","Service","CaucYes","Female",20,"incB",0,0,"ChildNo"
"19700",44,13,"Married","White-Collar","CaucYes","Male",70,"incH",0,0,"ChildNo"
"19701",54,9,"Not-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"19702",23,13,"Never-Married","Professional","CaucYes","Female",40,"incH",0,7.722677516468,"ChildYes"
"19704",18,7,"Never-Married","Service","CaucYes","Male",16,"incB",0,0,"ChildYes"
"19705",38,10,"Not-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19708",66,4,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19711",60,14,"Not-Married","Professional","CaucYes","Female",10,"incB",0,0,"ChildNo"
"19712",24,6,"Never-Married","Blue-Collar","CaucNo","Male",65,"incB",0,0,"ChildNo"
"19713",61,7,"Not-Married","Service","CaucYes","Female",36,"incB",0,0,"ChildNo"
"19714",35,13,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19715",19,10,"Never-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildYes"
"19716",52,9,"Never-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildNo"
"19718",39,9,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19719",33,13,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"19720",52,9,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19721",41,9,"Not-Married","Blue-Collar","CaucYes","Female",44,"incB",0,0,"ChildNo"
"19722",37,10,"Married","Sales","CaucYes","Male",55,"incB",0,0,"ChildNo"
"19723",38,13,"Married","Professional","CaucYes","Male",45,"incH",0,0,"ChildNo"
"19724",27,10,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19726",38,13,"Married","Professional","CaucNo","Male",60,"incH",8.04044688130311,0,"ChildNo"
"19727",49,9,"Married","Other-occups","CaucYes","Male",30,"incH",0,0,"ChildNo"
"19729",22,9,"Never-Married","Blue-Collar","CaucYes","Male",55,"incB",0,0,"ChildNo"
"19730",40,12,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19731",20,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19732",34,16,"Never-Married","Professional","CaucYes","Female",99,"incB",0,0,"ChildNo"
"19733",24,14,"Never-Married","Admin","CaucYes","Male",56,"incB",0,0,"ChildNo"
"19734",58,13,"Not-Married","Professional","CaucYes","Male",40,"incH",8.47386806667786,0,"ChildNo"
"19735",24,10,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildYes"
"19736",43,9,"Never-Married","Blue-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"19737",38,9,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildYes"
"19738",42,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19739",27,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19740",18,6,"Never-Married","Sales","CaucYes","Female",20,"incB",0,0,"ChildYes"
"19741",37,9,"Never-Married","Blue-Collar","CaucNo","Male",48,"incH",10.2338339214274,0,"ChildNo"
"19743",40,4,"Not-Married","Service","CaucYes","Female",25,"incB",0,0,"ChildNo"
"19744",50,13,"Married","White-Collar","CaucNo","Male",50,"incH",8.94754601503218,0,"ChildNo"
"19745",57,9,"Not-Married","Sales","CaucNo","Female",35,"incB",0,0,"ChildNo"
"19746",36,10,"Married","Other-occups","CaucYes","Male",60,"incH",0,0,"ChildNo"
"19747",41,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19748",90,4,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19749",66,4,"Widowed","Service","CaucNo","Female",10,"incB",0,0,"ChildNo"
"19750",34,9,"Married","Blue-Collar","CaucYes","Female",12,"incB",0,7.68708015578313,"ChildNo"
"19751",23,9,"Never-Married","Blue-Collar","CaucNo","Male",1,"incB",0,0,"ChildYes"
"19752",35,9,"Married","Other-occups","CaucYes","Male",55,"incB",0,0,"ChildNo"
"19753",32,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",7.78655180642871,0,"ChildNo"
"19754",33,13,"Never-Married","Professional","CaucNo","Male",50,"incH",0,0,"ChildNo"
"19756",31,10,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"19757",32,10,"Married","Sales","CaucYes","Male",50,"incB",0,0,"ChildNo"
"19758",40,9,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19759",27,9,"Never-Married","Other-occups","CaucYes","Male",30,"incB",0,0,"ChildNo"
"19760",34,9,"Never-Married","Other-occups","CaucNo","Male",40,"incB",0,0,"ChildNo"
"19761",35,11,"Married","Service","CaucNo","Female",40,"incH",0,0,"ChildNo"
"19764",33,16,"Married","Professional","CaucYes","Female",48,"incH",0,0,"ChildNo"
"19766",52,13,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19767",20,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19770",49,4,"Not-Married","Service","CaucYes","Female",35,"incB",0,0,"ChildNo"
"19772",23,9,"Not-Married","Service","CaucYes","Female",50,"incB",0,0,"ChildNo"
"19773",59,9,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19774",49,10,"Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19775",23,13,"Never-Married","Professional","CaucYes","Female",15,"incB",0,0,"ChildYes"
"19777",20,7,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19778",36,11,"Married","White-Collar","CaucYes","Male",50,"incH",0,7.54327334670545,"ChildNo"
"19779",64,10,"Widowed","White-Collar","CaucYes","Female",3,"incB",0,0,"ChildNo"
"19780",34,10,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19781",63,12,"Not-Married","Admin","CaucYes","Female",35,"incB",0,0,"ChildNo"
"19782",51,9,"Never-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildNo"
"19783",40,10,"Not-Married","Admin","CaucNo","Female",35,"incB",0,0,"ChildNo"
"19786",30,13,"Never-Married","Blue-Collar","CaucYes","Male",25,"incB",0,0,"ChildNo"
"19790",32,15,"Married","Professional","CaucYes","Male",45,"incH",8.94754601503218,0,"ChildNo"
"19791",55,13,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19792",47,10,"Not-Married","White-Collar","CaucYes","Male",56,"incH",0,0,"ChildNo"
"19793",50,13,"Not-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19794",42,9,"Married","Blue-Collar","CaucNo","Male",45,"incH",8.94754601503218,0,"ChildNo"
"19795",32,10,"Married","Blue-Collar","CaucYes","Male",55,"incH",0,0,"ChildNo"
"19796",60,12,"Married","Sales","CaucYes","Male",30,"incB",0,0,"ChildNo"
"19797",53,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19798",58,13,"Widowed","White-Collar","CaucYes","Male",40,"incH",9.06126014896203,0,"ChildNo"
"19801",32,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19802",37,10,"Not-Married","Service","CaucYes","Female",30,"incB",0,0,"ChildNo"
"19803",28,10,"Never-Married","Admin","CaucYes","Female",60,"incB",0,0,"ChildNo"
"19804",26,8,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19805",47,9,"Married","White-Collar","CaucYes","Male",80,"incH",0,0,"ChildNo"
"19806",34,10,"Married","White-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
"19807",42,9,"Not-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"19808",48,13,"Married","Other-occups","CaucYes","Female",40,"incH",11.5129254649702,0,"ChildNo"
"19809",32,9,"Never-Married","Blue-Collar","CaucNo","Female",40,"incB",0,0,"ChildNo"
"19810",35,11,"Married","White-Collar","CaucYes","Female",42,"incH",0,0,"ChildNo"
"19811",46,16,"Married","Professional","CaucYes","Female",52,"incH",0,7.55118686729615,"ChildNo"
"19812",38,10,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19816",45,12,"Not-Married","Admin","CaucNo","Male",35,"incB",0,0,"ChildNo"
"19817",31,13,"Never-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19819",20,10,"Never-Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildYes"
"19822",24,14,"Never-Married","Other-occups","CaucYes","Male",50,"incB",0,0,"ChildNo"
"19823",29,11,"Married","Blue-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19824",23,13,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19825",34,9,"Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19826",54,14,"Widowed","Admin","CaucYes","Female",38,"incB",0,0,"ChildNo"
"19827",21,10,"Never-Married","Service","CaucYes","Female",30,"incB",0,0,"ChildNo"
"19828",23,13,"Never-Married","Admin","CaucYes","Female",30,"incB",0,0,"ChildYes"
"19829",79,4,"Widowed","Service","CaucYes","Female",30,"incB",7.99463231143183,0,"ChildNo"
"19830",55,14,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19832",60,9,"Not-Married","Other-occups","CaucYes","Female",40,"incB",7.86249719723055,0,"ChildNo"
"19834",47,9,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,7.37211802833779,"ChildNo"
"19835",20,10,"Never-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildYes"
"19836",53,13,"Never-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19837",34,9,"Married","Blue-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19838",43,10,"Not-Married","Professional","CaucNo","Female",40,"incB",0,0,"ChildNo"
"19840",23,9,"Never-Married","Other-occups","CaucNo","Male",40,"incB",0,0,"ChildYes"
"19844",40,14,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildYes"
"19845",43,10,"Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19846",25,14,"Never-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19847",23,13,"Never-Married","Professional","CaucYes","Male",24,"incB",0,0,"ChildYes"
"19848",34,9,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"19849",26,10,"Not-Married","Sales","CaucYes","Female",35,"incB",0,0,"ChildNo"
"19850",60,16,"Never-Married","Professional","CaucYes","Female",65,"incH",0,0,"ChildNo"
"19851",39,9,"Married","Blue-Collar","CaucYes","Male",50,"incH",0,0,"ChildNo"
"19852",21,9,"Never-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildYes"
"19853",45,9,"Married","Blue-Collar","CaucYes","Male",45,"incB",0,7.68708015578313,"ChildNo"
"19854",33,10,"Never-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19855",26,13,"Never-Married","White-Collar","CaucYes","Male",70,"incH",0,0,"ChildNo"
"19857",29,12,"Never-Married","Professional","CaucYes","Female",40,"incH",9.06126014896203,0,"ChildNo"
"19859",52,7,"Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19860",34,13,"Married","Service","CaucYes","Male",30,"incH",0,0,"ChildNo"
"19861",24,9,"Never-Married","Blue-Collar","CaucYes","Male",48,"incB",0,0,"ChildNo"
"19862",77,16,"Married","Blue-Collar","CaucYes","Male",40,"incH",9.90608417838339,0,"ChildNo"
"19863",34,14,"Married","Blue-Collar","CaucYes","Male",60,"incB",0,0,"ChildNo"
"19864",53,5,"Married","Blue-Collar","CaucYes","Male",70,"incB",0,0,"ChildNo"
"19865",31,9,"Not-Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"19866",58,9,"Not-Married","Sales","CaucYes","Female",15,"incB",0,0,"ChildNo"
"19868",32,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19870",32,9,"Never-Married","Sales","CaucYes","Female",45,"incB",0,0,"ChildNo"
"19872",37,10,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19873",51,9,"Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19875",53,9,"Not-Married","Blue-Collar","CaucYes","Female",35,"incB",0,0,"ChildNo"
"19877",30,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19878",19,10,"Never-Married","Admin","CaucYes","Female",20,"incB",6.38856140554563,0,"ChildYes"
"19879",33,13,"Not-Married","Service","CaucYes","Female",24,"incB",0,0,"ChildNo"
"19880",31,11,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19882",19,8,"Never-Married","Service","CaucYes","Female",20,"incB",0,0,"ChildYes"
"19884",21,3,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19885",24,13,"Never-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19887",31,13,"Never-Married","White-Collar","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19889",21,6,"Not-Married","Sales","CaucNo","Female",38,"incB",0,0,"ChildNo"
"19891",31,11,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19893",46,9,"Not-Married","Service","CaucYes","Female",25,"incB",0,0,"ChildNo"
"19894",25,9,"Married","White-Collar","CaucYes","Male",60,"incH",0,0,"ChildNo"
"19895",23,10,"Never-Married","Admin","CaucYes","Male",30,"incB",0,0,"ChildNo"
"19896",53,14,"Married","White-Collar","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19898",29,9,"Married","Admin","CaucYes","Female",40,"incB",0,7.68708015578313,"ChildNo"
"19901",55,13,"Married","Sales","CaucYes","Male",60,"incH",11.5129254649702,0,"ChildNo"
"19902",40,16,"Married","Professional","CaucYes","Male",50,"incH",0,7.54327334670545,"ChildNo"
"19904",18,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"19905",34,14,"Never-Married","Sales","CaucYes","Male",60,"incH",0,0,"ChildNo"
"19906",41,10,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19907",28,13,"Never-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19908",23,9,"Never-Married","Other-occups","CaucYes","Male",40,"incB",0,0,"ChildYes"
"19909",32,10,"Never-Married","White-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19910",56,4,"Married","Blue-Collar","CaucNo","Male",48,"incB",0,0,"ChildNo"
"19911",36,9,"Not-Married","White-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"19912",26,9,"Never-Married","Admin","CaucYes","Male",50,"incB",0,0,"ChildNo"
"19914",35,12,"Not-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19915",25,13,"Never-Married","Professional","CaucYes","Female",40,"incB",0,0,"ChildNo"
"19917",21,10,"Never-Married","Admin","CaucYes","Female",25,"incB",0,0,"ChildYes"
"19918",31,6,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19919",23,12,"Never-Married","Service","CaucYes","Male",25,"incB",0,0,"ChildYes"
"19920",58,13,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19921",55,14,"Married","Professional","CaucYes","Male",40,"incH",0,0,"ChildNo"
"19922",54,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19923",33,9,"Married","Blue-Collar","CaucYes","Male",40,"incB",8.27103686579295,0,"ChildNo"
"19924",28,7,"Married","Blue-Collar","CaucYes","Male",40,"incH",8.94754601503218,0,"ChildNo"
"19925",40,7,"Married","Blue-Collar","CaucYes","Male",30,"incB",0,0,"ChildNo"
"19926",33,13,"Married","Sales","CaucYes","Male",80,"incH",8.89549263145163,0,"ChildNo"
"19927",27,15,"Never-Married","Professional","CaucNo","Male",10,"incB",0,0,"ChildNo"
"19928",55,9,"Not-Married","Admin","CaucYes","Male",25,"incB",0,0,"ChildNo"
"19929",53,9,"Not-Married","Blue-Collar","CaucYes","Male",45,"incB",0,0,"ChildNo"
"19930",23,8,"Never-Married","Blue-Collar","CaucYes","Male",46,"incB",0,0,"ChildNo"
"19931",66,9,"Widowed","Blue-Collar","CaucYes","Male",16,"incB",0,0,"ChildNo"
"19933",39,6,"Not-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19934",21,10,"Never-Married","Admin","CaucNo","Female",40,"incB",0,0,"ChildYes"
"19936",21,9,"Never-Married","Admin","CaucYes","Female",40,"incB",0,0,"ChildYes"
"19937",59,9,"Married","Sales","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19940",22,11,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19941",47,9,"Not-Married","Blue-Collar","CaucYes","Female",30,"incB",0,0,"ChildNo"
"19942",50,9,"Not-Married","Service","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19943",67,13,"Not-Married","White-Collar","CaucYes","Female",5,"incB",0,7.69938940625674,"ChildNo"
"19944",59,6,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19945",35,12,"Never-Married","Service","CaucYes","Female",80,"incH",0,0,"ChildNo"
"19946",56,10,"Not-Married","Blue-Collar","CaucYes","Female",20,"incH",10.2338339214274,0,"ChildNo"
"19948",34,9,"Not-Married","White-Collar","CaucYes","Female",50,"incB",7.99900721324395,0,"ChildNo"
"19949",63,6,"Widowed","Blue-Collar","CaucYes","Female",56,"incB",0,0,"ChildNo"
"19950",48,10,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19951",41,10,"Married","Professional","CaucYes","Male",44,"incH",0,0,"ChildNo"
"19952",26,10,"Never-Married","Blue-Collar","CaucNo","Female",20,"incB",0,0,"ChildYes"
"19954",29,11,"Married","Blue-Collar","CaucYes","Male",50,"incB",0,0,"ChildNo"
"19955",30,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"19956",19,9,"Never-Married","Sales","CaucYes","Male",20,"incB",0,0,"ChildYes"
"19957",27,13,"Never-Married","Admin","CaucYes","Female",37,"incB",0,0,"ChildNo"
"19958",59,9,"Married","Blue-Collar","CaucYes","Male",70,"incB",0,0,"ChildNo"
"19959",19,9,"Never-Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildYes"
"19960",45,5,"Married","Blue-Collar","CaucNo","Male",40,"incB",0,0,"ChildNo"
"19961",37,9,"Never-Married","Admin","CaucYes","Male",40,"incB",0,0,"ChildNo"
"19962",44,16,"Not-Married","Professional","CaucYes","Female",38,"incB",0,0,"ChildNo"
"19963",34,13,"Married","Admin","CaucNo","Male",38,"incB",0,0,"ChildNo"
"19964",30,13,"Never-Married","Other-occups","CaucYes","Female",35,"incB",0,0,"ChildNo"
"19966",56,7,"Not-Married","Service","CaucNo","Female",40,"incB",0,0,"ChildNo"
"19967",19,9,"Never-Married","Service","CaucYes","Female",40,"incB",0,0,"ChildYes"
"19968",37,4,"Married","Blue-Collar","CaucYes","Male",40,"incB",0,0,"ChildNo"
